session_id,player_id,source_label,t_end_s,raw_score,gated_score,change_detected,running_peak_score,running_high_count,running_change_count,running_verdict
L04436_E12,L04436,legit,-4.03125,0.3375308750745934,0.2158847476977099,0,0.2158847476977099,0,0,Likely Legit
L04436_E12,L04436,legit,-3.78125,0.36834110037529444,0.2355909678000383,0,0.2355909678000383,0,0,Likely Legit
L04436_E12,L04436,legit,-3.53125,0.5004477666056166,0.4103671686166056,0,0.4103671686166056,0,0,Likely Legit
L04436_E12,L04436,legit,-3.28125,0.4953515303813661,0.40618825491272015,1,0.4103671686166056,0,1,Likely Legit
L04436_E12,L04436,legit,-3.03125,0.43579161934487043,0.3573491278627937,1,0.4103671686166056,0,2,Likely Legit
L04436_E12,L04436,legit,-2.78125,0.3433457095665885,0.21960391583879,1,0.4103671686166056,0,3,Likely Legit
L04436_E12,L04436,legit,-2.53125,0.3682352337786322,0.3019528916984784,1,0.4103671686166056,0,4,Likely Legit
L04436_E12,L04436,legit,-2.28125,0.4166583182901197,0.3416598209978981,1,0.4103671686166056,0,5,Likely Legit
L04436_E12,L04436,legit,-2.03125,0.4126044616317102,0.33833565853800235,1,0.4103671686166056,0,6,Likely Legit
L04436_E12,L04436,legit,-1.78125,0.42551702867707164,0.42551702867707164,1,0.42551702867707164,0,7,Likely Legit
L04436_E12,L04436,legit,-1.53125,0.4359232827299724,0.34002016052937845,1,0.42551702867707164,0,8,Likely Legit
L04436_E12,L04436,legit,-1.28125,0.40257298127296726,0.40257298127296726,1,0.42551702867707164,0,9,Likely Legit
L04436_E12,L04436,legit,-1.03125,0.46815949485199954,0.46815949485199954,1,0.46815949485199954,0,10,Likely Legit
L04436_E12,L04436,legit,-0.78125,0.4150724283589916,0.4150724283589916,1,0.46815949485199954,0,11,Likely Legit
L04436_E12,L04436,legit,-0.53125,0.41693108865029055,0.41693108865029055,1,0.46815949485199954,0,12,Likely Legit
L04436_E12,L04436,legit,-0.28125,0.3904324500210056,0.3904324500210056,1,0.46815949485199954,0,13,Likely Legit
L04436_E12,L04436,legit,-0.03125,0.37654403579867524,0.37654403579867524,1,0.46815949485199954,0,14,Likely Legit
L04436_E12,L04436,legit,0.21875,0.7816690666088755,0.7816690666088755,1,0.7816690666088755,0,15,Likely Legit
L04436_E12,L04436,legit,0.46875,0.6482583171985855,0.6482583171985855,1,0.7816690666088755,0,16,Likely Legit
L04436_E12,L04436,legit,0.71875,0.8803383920247752,0.8803383920247752,1,0.8803383920247752,1,17,Suspicious
L04436_E12,L04436,legit,0.96875,0.5334081109489791,0.5334081109489791,1,0.8803383920247752,1,18,Suspicious
