session_id,player_id,source_label,t_end_s,raw_score,gated_score,change_detected,running_peak_score,running_high_count,running_change_count,running_verdict
C00798_E24,C00798,cheater,-4.03125,0.9048414017184572,0.7419699494091349,0,0.7419699494091349,0,0,Likely Legit
C00798_E24,C00798,cheater,-3.78125,0.8413975329989809,0.6899459770591643,0,0.7419699494091349,0,0,Likely Legit
C00798_E24,C00798,cheater,-3.53125,0.8487336824297066,0.6959616195923594,0,0.7419699494091349,0,0,Likely Legit
C00798_E24,C00798,cheater,-3.28125,0.8106970151584048,0.6647715524298918,0,0.7419699494091349,0,0,Likely Legit
C00798_E24,C00798,cheater,-3.03125,0.7947449810530545,0.6516908844635046,0,0.7419699494091349,0,0,Likely Legit
C00798_E24,C00798,cheater,-2.78125,0.8262411886117296,0.6775177746616182,0,0.7419699494091349,0,0,Likely Legit
C00798_E24,C00798,cheater,-2.53125,0.726150655335726,0.5954435373752953,0,0.7419699494091349,0,0,Likely Legit
C00798_E24,C00798,cheater,-2.28125,0.7367919344725804,0.6041693862675159,0,0.7419699494091349,0,0,Likely Legit
C00798_E24,C00798,cheater,-2.03125,0.7750981577114676,0.6355804893234034,0,0.7419699494091349,0,0,Likely Legit
C00798_E24,C00798,cheater,-1.78125,0.7480535948655688,0.6134039477897664,0,0.7419699494091349,0,0,Likely Legit
C00798_E24,C00798,cheater,-1.53125,0.7535412221149168,0.6179038021342318,0,0.7419699494091349,0,0,Likely Legit
C00798_E24,C00798,cheater,-1.28125,0.8188821772150333,0.6714833853163272,0,0.7419699494091349,0,0,Likely Legit
C00798_E24,C00798,cheater,-1.03125,0.7185003392324301,0.5891702781705926,0,0.7419699494091349,0,0,Likely Legit
C00798_E24,C00798,cheater,-0.78125,0.8346726868519867,0.6844316032186291,0,0.7419699494091349,0,0,Likely Legit
C00798_E24,C00798,cheater,-0.53125,0.6245077016857185,0.5120963153822891,0,0.7419699494091349,0,0,Likely Legit
C00798_E24,C00798,cheater,-0.28125,0.7119871401613673,0.7119871401613673,0,0.7419699494091349,0,0,Likely Legit
C00798_E24,C00798,cheater,-0.03125,0.8442249154536351,0.8442249154536351,0,0.8442249154536351,0,0,Likely Legit
C00798_E24,C00798,cheater,0.21875,0.8880046130310354,0.8880046130310354,1,0.8880046130310354,1,1,Suspicious
C00798_E24,C00798,cheater,0.46875,0.8915946219905989,0.8915946219905989,1,0.8915946219905989,2,2,Suspicious
C00798_E24,C00798,cheater,0.71875,0.8946256521262036,0.8946256521262036,1,0.8946256521262036,3,3,Suspicious
C00798_E24,C00798,cheater,0.96875,0.9031368879741718,0.9031368879741718,1,0.9031368879741718,4,4,Suspicious
