session_id,player_id,source_label,t_end_s,raw_score,gated_score,change_detected,running_peak_score,running_high_count,running_change_count,running_verdict
C00798_E25,C00798,cheater,-4.03125,0.6052289337651405,0.4962877256874152,0,0.4962877256874152,0,0,Likely Legit
C00798_E25,C00798,cheater,-3.78125,0.4748283917251825,0.38935928121464963,0,0.4962877256874152,0,0,Likely Legit
C00798_E25,C00798,cheater,-3.53125,0.6889098672825535,0.5649060911716939,0,0.5649060911716939,0,0,Likely Legit
C00798_E25,C00798,cheater,-3.28125,0.6766181393605328,0.5548268742756369,0,0.5649060911716939,0,0,Likely Legit
C00798_E25,C00798,cheater,-3.03125,0.7695458607079322,0.6310276057805043,1,0.6310276057805043,0,1,Likely Legit
C00798_E25,C00798,cheater,-2.78125,0.7653239707704071,0.6275656560317339,1,0.6310276057805043,0,2,Likely Legit
C00798_E25,C00798,cheater,-2.53125,0.8436030843710312,0.6917545291842455,1,0.6917545291842455,0,3,Likely Legit
C00798_E25,C00798,cheater,-2.28125,0.8114624028964197,0.8114624028964197,1,0.8114624028964197,0,4,Likely Legit
C00798_E25,C00798,cheater,-2.03125,0.7331745547909294,0.7331745547909294,1,0.8114624028964197,0,5,Likely Legit
C00798_E25,C00798,cheater,-1.78125,0.8271417663800493,0.8271417663800493,1,0.8271417663800493,0,6,Likely Legit
C00798_E25,C00798,cheater,-1.53125,0.7364890462897722,0.7364890462897722,1,0.8271417663800493,0,7,Likely Legit
C00798_E25,C00798,cheater,-1.28125,0.6905882269739725,0.6905882269739725,1,0.8271417663800493,0,8,Likely Legit
C00798_E25,C00798,cheater,-1.03125,0.577207515908553,0.577207515908553,1,0.8271417663800493,0,9,Likely Legit
C00798_E25,C00798,cheater,-0.78125,0.3966803722538857,0.3966803722538857,1,0.8271417663800493,0,10,Likely Legit
C00798_E25,C00798,cheater,-0.53125,0.31498944921937133,0.31498944921937133,1,0.8271417663800493,0,11,Likely Legit
C00798_E25,C00798,cheater,-0.28125,0.6247718624430012,0.6247718624430012,1,0.8271417663800493,0,12,Likely Legit
C00798_E25,C00798,cheater,-0.03125,0.3561919248090953,0.3561919248090953,1,0.8271417663800493,0,13,Likely Legit
C00798_E25,C00798,cheater,0.21875,0.46214145012996805,0.46214145012996805,1,0.8271417663800493,0,14,Likely Legit
C00798_E25,C00798,cheater,0.46875,0.8999304932625717,0.8999304932625717,1,0.8999304932625717,1,15,Suspicious
C00798_E25,C00798,cheater,0.71875,0.8406107956587128,0.6893008524401444,1,0.8999304932625717,1,16,Suspicious
C00798_E25,C00798,cheater,0.96875,0.6597534669096309,0.5409978428658972,1,0.8999304932625717,1,17,Suspicious
