session_id,player_id,source_label,t_end_s,raw_score,gated_score,change_detected,running_peak_score,running_high_count,running_change_count,running_verdict
C00103_E12,C00103,cheater,-4.03125,0.44700126409265833,0.28590200851366426,0,0.28590200851366426,0,0,Likely Legit
C00103_E12,C00103,cheater,-3.78125,0.7642299079150243,0.62666852449032,1,0.62666852449032,0,1,Likely Legit
C00103_E12,C00103,cheater,-3.53125,0.37624808093597095,0.240648272566647,1,0.62666852449032,0,2,Likely Legit
C00103_E12,C00103,cheater,-3.28125,0.3624511268185335,0.231823740713134,0,0.62666852449032,0,2,Likely Legit
C00103_E12,C00103,cheater,-3.03125,0.22994737847724842,0.1885568503513437,0,0.62666852449032,0,2,Likely Legit
C00103_E12,C00103,cheater,-2.78125,0.3036797939484301,0.24901743103771265,0,0.62666852449032,0,2,Likely Legit
C00103_E12,C00103,cheater,-2.53125,0.2929642988322159,0.24023072504241705,0,0.62666852449032,0,2,Likely Legit
C00103_E12,C00103,cheater,-2.28125,0.26300193789845155,0.21566158907673025,0,0.62666852449032,0,2,Likely Legit
C00103_E12,C00103,cheater,-2.03125,0.45785319176606826,0.45785319176606826,0,0.62666852449032,0,2,Likely Legit
C00103_E12,C00103,cheater,-1.78125,0.6767056449215384,0.6767056449215384,1,0.6767056449215384,0,3,Likely Legit
C00103_E12,C00103,cheater,-1.53125,0.3128378980156417,0.3128378980156417,1,0.6767056449215384,0,4,Likely Legit
C00103_E12,C00103,cheater,-1.28125,0.6123493545025807,0.6123493545025807,1,0.6767056449215384,0,5,Likely Legit
C00103_E12,C00103,cheater,-1.03125,0.7702380971839539,0.7702380971839539,1,0.7702380971839539,1,6,Suspicious
C00103_E12,C00103,cheater,-0.78125,0.8144109440094677,0.8144109440094677,1,0.8144109440094677,2,7,Suspicious
C00103_E12,C00103,cheater,-0.53125,0.39933967731524866,0.39933967731524866,1,0.8144109440094677,2,8,Suspicious
C00103_E12,C00103,cheater,-0.28125,0.6420904020280696,0.6420904020280696,1,0.8144109440094677,2,9,Suspicious
C00103_E12,C00103,cheater,-0.03125,0.2847258682272004,0.2847258682272004,1,0.8144109440094677,2,10,Suspicious
C00103_E12,C00103,cheater,0.21875,0.5200400747049422,0.5200400747049422,1,0.8144109440094677,2,11,Suspicious
C00103_E12,C00103,cheater,0.46875,0.8025167025862462,0.8025167025862462,1,0.8144109440094677,3,12,Suspicious
C00103_E12,C00103,cheater,0.71875,0.8799023785749353,0.8799023785749353,1,0.8799023785749353,4,13,Suspicious
C00103_E12,C00103,cheater,0.96875,0.31849208331355583,0.31849208331355583,1,0.8799023785749353,4,14,Suspicious
