session_id,player_id,source_label,t_end_s,raw_score,gated_score,change_detected,running_peak_score,running_high_count,running_change_count,running_verdict
L08205_E19,L08205,legit,-4.03125,0.6531983249833532,0.5356226264863496,0,0.5356226264863496,0,0,Likely Legit
L08205_E19,L08205,legit,-3.78125,0.4046085236393721,0.33177898938428513,0,0.5356226264863496,0,0,Likely Legit
L08205_E19,L08205,legit,-3.53125,0.6108024614649955,0.5008580184012963,0,0.5356226264863496,0,0,Likely Legit
L08205_E19,L08205,legit,-3.28125,0.8232543968955134,0.6750686054543209,0,0.6750686054543209,0,0,Likely Legit
L08205_E19,L08205,legit,-3.03125,0.644562863531575,0.5285415480958915,0,0.6750686054543209,0,0,Likely Legit
L08205_E19,L08205,legit,-2.78125,0.6931309780245344,0.5683674019801181,0,0.6750686054543209,0,0,Likely Legit
L08205_E19,L08205,legit,-2.53125,0.8476322380023086,0.8476322380023086,1,0.8476322380023086,1,1,Suspicious
L08205_E19,L08205,legit,-2.28125,0.4600327677457927,0.4600327677457927,1,0.8476322380023086,1,2,Suspicious
L08205_E19,L08205,legit,-2.03125,0.3839695472879496,0.3839695472879496,0,0.8476322380023086,1,2,Suspicious
L08205_E19,L08205,legit,-1.78125,0.3347537544090194,0.3347537544090194,0,0.8476322380023086,1,2,Suspicious
L08205_E19,L08205,legit,-1.53125,0.36258338536497203,0.36258338536497203,0,0.8476322380023086,1,2,Suspicious
L08205_E19,L08205,legit,-1.28125,0.43545863715234767,0.43545863715234767,0,0.8476322380023086,1,2,Suspicious
L08205_E19,L08205,legit,-1.03125,0.6620047119424325,0.6620047119424325,0,0.8476322380023086,1,2,Suspicious
L08205_E19,L08205,legit,-0.78125,0.5328578154287287,0.5328578154287287,0,0.8476322380023086,1,2,Suspicious
L08205_E19,L08205,legit,-0.53125,0.7670758367071445,0.7670758367071445,1,0.8476322380023086,2,3,Suspicious
L08205_E19,L08205,legit,-0.28125,0.9662358460480867,0.9662358460480867,1,0.9662358460480867,3,4,Suspicious
L08205_E19,L08205,legit,-0.03125,0.6982617170186572,0.6982617170186572,1,0.9662358460480867,3,5,Suspicious
L08205_E19,L08205,legit,0.21875,0.6521629953492648,0.6521629953492648,1,0.9662358460480867,3,6,Suspicious
L08205_E19,L08205,legit,0.46875,0.6663337607351966,0.6663337607351966,1,0.9662358460480867,3,7,Suspicious
L08205_E19,L08205,legit,0.71875,0.3491941524393267,0.3491941524393267,1,0.9662358460480867,3,8,Suspicious
L08205_E19,L08205,legit,0.96875,0.6231009338117832,0.5109427657256622,1,0.9662358460480867,3,9,Suspicious
