session_id,player_id,source_label,t_end_s,raw_score,gated_score,change_detected,running_peak_score,running_high_count,running_change_count,running_verdict
C00281_E16,C00281,cheater,-4.03125,0.637213184656447,0.637213184656447,0,0.637213184656447,0,0,Likely Legit
C00281_E16,C00281,cheater,-3.78125,0.6413581733390957,0.6413581733390957,0,0.6413581733390957,0,0,Likely Legit
C00281_E16,C00281,cheater,-3.53125,0.7872355642194597,0.7872355642194597,0,0.7872355642194597,1,0,Likely Legit
C00281_E16,C00281,cheater,-3.28125,0.7582790928259255,0.7582790928259255,1,0.7872355642194597,2,1,Suspicious
C00281_E16,C00281,cheater,-3.03125,0.561247059987839,0.561247059987839,0,0.7872355642194597,2,1,Suspicious
C00281_E16,C00281,cheater,-2.78125,0.5809925374975935,0.5809925374975935,0,0.7872355642194597,2,1,Suspicious
C00281_E16,C00281,cheater,-2.53125,0.5478238149455603,0.5478238149455603,0,0.7872355642194597,2,1,Suspicious
C00281_E16,C00281,cheater,-2.28125,0.5147009150579904,0.5147009150579904,0,0.7872355642194597,2,1,Suspicious
C00281_E16,C00281,cheater,-2.03125,0.537003290903054,0.537003290903054,0,0.7872355642194597,2,1,Suspicious
C00281_E16,C00281,cheater,-1.78125,0.4850546379481967,0.4850546379481967,0,0.7872355642194597,2,1,Suspicious
C00281_E16,C00281,cheater,-1.53125,0.5179127701508803,0.5179127701508803,0,0.7872355642194597,2,1,Suspicious
C00281_E16,C00281,cheater,-1.28125,0.40762119036817596,0.40762119036817596,0,0.7872355642194597,2,1,Suspicious
C00281_E16,C00281,cheater,-1.03125,0.3771077500227071,0.3771077500227071,0,0.7872355642194597,2,1,Suspicious
C00281_E16,C00281,cheater,-0.78125,0.6791028041667477,0.6791028041667477,0,0.7872355642194597,2,1,Suspicious
C00281_E16,C00281,cheater,-0.53125,0.7737378917043474,0.7737378917043474,0,0.7872355642194597,3,1,Suspicious
C00281_E16,C00281,cheater,-0.28125,0.8946505048332872,0.8946505048332872,1,0.8946505048332872,4,2,Suspicious
C00281_E16,C00281,cheater,-0.03125,0.454552433124478,0.454552433124478,1,0.8946505048332872,4,3,Suspicious
C00281_E16,C00281,cheater,0.21875,0.5200085026151354,0.5200085026151354,0,0.8946505048332872,4,3,Suspicious
C00281_E16,C00281,cheater,0.46875,0.7059906858626891,0.7059906858626891,0,0.8946505048332872,4,3,Suspicious
C00281_E16,C00281,cheater,0.71875,0.4588306292600763,0.4588306292600763,0,0.8946505048332872,4,3,Suspicious
C00281_E16,C00281,cheater,0.96875,0.42867129388627345,0.42867129388627345,0,0.8946505048332872,4,3,Suspicious
