session_id,player_id,player_index,source_label,split,engagement_index,tick,t,view_yaw,view_pitch,replay_x,replay_y,crosshair_to_victim_yaw,crosshair_to_victim_pitch,yaw_delta,pitch_delta,angular_speed,angular_speed_sq,angular_acceleration,angular_jerk,target_error,target_error_sq,target_error_delta,target_error_improvement,error_speed_ratio,error_improvement_ratio,on_target_soft,on_target_tight,on_target_dwell_ms,lock_indicator,lock_dwell_ms,lock_strength,heading_change,curvature,view_straightness,stability_score,settling_ratio,yaw_reversal,pitch_reversal,direction_entropy_short,micro_correction_score,micro_to_speed_ratio,angular_speed_autocorr_short,fire_input,fire_on_target,time_since_fire_ms,fire_motion_coupling,fire_alignment_strength,fire_stability_synergy,last_fire_interval_ms,last_stabilization_to_fire_ms,flick_event,flick_magnitude,time_since_flick_ms,snap_indicator,snap_power,aim_tension,aim_efficiency,label_cheat
L09116_E28,L09116,9116,legit,test,28,0,-5.0,0.10400000214576721,0.0,-0.007638285607305236,-0.04451008949359604,-38.917999267578125,2.371000051498413,0.10400000214576721,0.0,0.10400000214576721,0.010816000446319585,0.0,0.0,38.99015655566693,1520.2323082354167,0.0,0.0,110.14168451787715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.08,0.39215685862020916,0.5,0.0,0.0,10031.25,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,10031.25,0.0,0.0,4.05497636545316,0.0,0
L09116_E28,L09116,9116,legit,test,28,1,-4.96875,0.41200000047683716,0.0,-0.00524744011891856,-0.04451008949359604,-38.88199996948242,2.3580000400543213,0.30799999833106995,0.0,0.30799999833106995,0.09486399897193909,0.20399999618530273,0.20399999618530273,38.95343483976384,1517.3700858157272,-0.03672171590309148,0.03672171590309148,69.80902321912225,0.0009426838318703255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.08,0.19607843217461077,0.5,0.0,0.0,10062.5,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0113102884368662,10062.5,0.0,0.0,11.997657865636704,0.11884050518261478,0
L09116_E28,L09116,9116,legit,test,28,2,-4.9375,0.7249999940395355,0.0,-0.002817782240576464,-0.04451008949359604,-38.81800079345703,2.3440001010894775,0.31299999356269836,0.0,0.31299999356269836,0.09796899597024922,0.004999995231628418,-0.19900000095367432,38.88870687069368,1512.331522074738,-0.06472796907015521,0.06472796907015521,69.07408048906638,0.0016643984817209462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.029850000143051145,0.07227603052860473,0.5,0.0,0.0,10093.75,0.0,0.0,0.0,1000.0,1000.0,0.0,0.02025985390228512,10093.75,0.0,0.0,12.172165000188786,0.2061400331119133,0
L09116_E28,L09116,9116,legit,test,28,3,-4.90625,0.9340000003576279,0.0,-0.0011954227441933385,-0.04451008949359604,-38.52899932861328,2.3329999446868896,0.20900000631809235,0.0,0.20900000631809235,0.04368100264096264,-0.10399998724460602,-0.10899998247623444,38.59956836554253,1489.9266780061917,-0.2891385051511506,0.2891385051511506,84.09491902880842,0.0074905245542771625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.03825519394176506,0.12380321410862435,0.2594410906275365,0.0,0.0,10125.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.060429949403394245,10125.0,0.0,0.0,8.067310032274026,1.3768499831051677,0
L09116_E28,L09116,9116,legit,test,28,4,-4.875,1.0879999995231628,0.0,0.0,-0.04451008949359604,-38.4119987487793,2.315000057220459,0.15399999916553497,0.0,0.15399999916553497,0.023715999742984772,-0.05500000715255737,0.048999980092048645,38.481695299728585,1480.840873141153,-0.11787306581394574,0.11787306581394574,95.25172123567529,0.0030630148147335486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0351323557933697,0.1383163618456294,0.41918898607953436,0.0,0.0,10156.25,0.0,0.0,0.0,1000.0,1000.0,0.0,0.018152452036986694,10156.25,0.0,0.0,5.926181044046573,0.7604713964421453,0
L09116_E28,L09116,9116,legit,test,28,5,-4.84375,1.0879999995231628,0.0,0.0,-0.04451008949359604,-37.86399841308594,2.302999973297119,0.0,0.0,0.0,0.0,-0.15399999916553497,-0.0989999920129776,37.93397138058683,1438.986184703181,-0.5477239191417524,0.5477239191417524,151.73588552234733,0.01443849564684394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.037237431856928654,0.37237431856928654,0.6247299723269586,0.0,0.0,10187.5,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,10187.5,0.0,0.0,0.0,547.7239191417524,0
L09116_E28,L09116,9116,legit,test,28,6,-4.8125,1.0879999995231628,0.0,0.0,-0.04451008949359604,-37.26900100708008,2.2880001068115234,0.0,0.0,0.0,0.0,0.0,0.15399999916553497,37.33916684333631,1394.2133805545054,-0.5948045372505248,0.5948045372505248,149.35666737334523,0.0159293486755449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0340724220297393,0.34072422029739297,0.7787706131347427,0.0,0.0,10218.75,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,10218.75,0.0,0.0,0.0,594.8045372505248,0
L09116_E28,L09116,9116,legit,test,28,7,-4.78125,1.0879999995231628,0.0,0.0,-0.04451008949359604,-36.948001861572266,2.2720000743865967,0.0,0.0,0.0,0.0,0.0,0.0,37.01779066747177,1370.3168259007603,-0.32137617586453615,0.32137617586453615,148.0711626698871,0.008681433673816033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.03159737059957798,0.31597370599577973,0.827856623646427,0.0,0.0,10250.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,10250.0,0.0,0.0,0.0,321.37617586453615,0
L09116_E28,L09116,9116,legit,test,28,8,-4.75,1.0879999995231628,0.0,0.0,-0.04451008949359604,-36.4109992980957,2.256999969482422,0.0,0.0,0.0,0.0,0.0,0.0,36.48088429229984,1330.8549187481692,-0.536906375171931,0.536906375171931,145.92353716919936,0.014717068089743785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.029593368470633923,0.2959336847063392,0.8522612469484577,0.0,0.0,10281.25,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,10281.25,0.0,0.0,0.0,536.9063751719309,0
L09116_E28,L09116,9116,legit,test,28,9,-4.71875,1.0879999995231628,0.0,0.0,-0.04451008949359604,-35.810001373291016,2.236999988555908,0.0,0.0,0.0,0.0,0.0,0.0,35.87980444907558,1287.3603673039038,-0.6010798432242623,0.6010798432242623,143.5192177963023,0.01675212839994585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.027927803072421455,0.27927803072421453,0.8668907211377324,0.0,0.0,10312.5,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,10312.5,0.0,0.0,0.0,601.0798432242623,0
