session_id,player_id,mode,tick,t,view_yaw,view_pitch,yaw_delta,pitch_delta,angular_speed,angular_energy,angular_acceleration,angular_jerk,aim_vector_x,aim_vector_y,aim_vector_z,heading_change,angular_velocity,curvature,motion_active,pause_ms,burst_progress,burst_duration_ms,view_straightness,stability_score,yaw_reversal,pitch_reversal,direction_entropy_short,micro_correction_score,angular_speed_autocorr_short,fire_input,time_since_fire_ms,fire_motion_coupling,last_fire_interval_ms,last_stabilization_to_fire_ms,flick_event,flick_magnitude,time_since_flick_ms,ping_ms,jitter_ms,packet_loss_pct,command_age_ms,packet_interarrival_ms,input_burstiness,server_correction_magnitude,tick_desync_ms,sensitivity,cheat_active,confounder_active,label_cheat,change_point_t,lock_event_active,pending_click_active
P01_triggerbot_00,P01,triggerbot,0,0.0,-0.1258234695877184,0.1472274880654014,0.005070661089656045,0.0031742911661621046,0.005982284538011094,3.578772829372661e-05,0.005982284538011094,0.005982284538011094,0.9119394945718494,0.15356618729965688,-0.3805046443320849,0.17954735988672954,3.590947197734591,30.013176194795797,0.0,50.0,0.05,500.0,0.5,0.4278679954082768,0,0,1.0,0.1,0.5,0,10050.0,0.0,306.04609956032925,155.68174227157743,0,0.02577848147738629,10050.0,35.0766002967168,4.872637197046718,0.1471798397568391,27.020339109843686,49.03939524103963,0.0838137079051702,0.38271715444100785,3.387393854244163,1.108596177247962,0,0,1,13.200000000000001,0,0
P01_triggerbot_00,P01,triggerbot,1,0.05,-0.09180138331373672,0.1404121970696544,0.03402208627398168,-0.006815290995746996,0.03469799051517195,0.0012039505457909626,0.028715705977160857,0.022733421439149762,0.9483542971405396,0.14651003608539362,-0.28135197959376407,0.757029072037658,15.14058144075316,21.817663236337605,1.0,0.0,0.15,500.0,0.965134526679971,0.5436228391060172,0,0,1.0,0.1,0.5,0,10100.0,0.0,306.04609956032925,155.68174227157743,0,0.6304173014705299,10100.0,42.88744733905886,6.551523279853197,0.13218475135460916,33.89369739488942,50.77192362921831,0.10224911444058637,0.31990532931061183,2.785135945828996,1.1642539424463771,0,0,1,13.200000000000001,0,0
P01_triggerbot_00,P01,triggerbot,2,0.1,-0.08279189363418214,0.14263640804445138,0.00900948967955457,0.0022242109747969696,0.00927997945829664,8.611801874640759e-05,-0.025418011056875314,-0.054133717034036175,0.9556044477418718,0.1488136910286321,-0.2543120618814358,0.4397374772155495,8.79474954431099,47.38560890050335,0.0,50.0,0.25,500.0,0.9632276261885252,0.6870856354726016,0,0,1.0,0.24561318515875874,0.5,0,10150.0,0.0,306.04609956032925,155.68174227157743,0,0.09793811413448367,10150.0,44.54084380703636,5.8264054884276835,0.1301509810250799,33.30032788216079,49.863627118462134,0.11651548339180612,0.2062963224766833,2.8625468853033396,1.0908523785207909,0,0,1,13.200000000000001,0,0
P01_triggerbot_00,P01,triggerbot,3,0.15000000000000002,-0.05657623760008111,0.16913756666347293,0.02621565603410103,0.026501158619021553,0.03727696379064205,0.0013895720294488383,0.02799698433234541,0.053414995389220725,0.9688474861006809,0.17619580369025867,-0.1740390399833745,0.5487792682307704,10.975585364615407,14.721672916090208,1.0,0.0,0.35,500.0,0.8991239884246963,0.43144424435764883,0,0,1.0,0.21705676492681641,0.008862021467235692,0,10200.0,0.0,306.04609956032925,155.68174227157743,0,0.4909637978614432,10200.0,45.848866220438154,6.329949650084448,0.15582826425868723,33.97417276192343,46.99671348257234,0.14432038328154725,0.3253608481963023,2.642757057364179,1.1456083568019597,0,0,1,13.200000000000001,0,0
P01_triggerbot_00,P01,triggerbot,4,0.2,-0.028760536491494612,0.17198297640273136,0.0278157011085865,0.002845409739258422,0.02796085808315773,0.0007818095847464869,-0.00931610570748432,-0.03731309003982973,0.9798125981863924,0.17912810618201375,-0.08877158335231171,0.6888733869189956,13.777467738379912,24.637061740746063,1.0,0.0,0.45,500.0,0.9191441027840733,0.521585986085255,0,0,0.5283208335737187,0.212128895562179,0.12825974271184942,0,10250.0,0.0,306.04609956032925,155.68174227157743,0,0.4622757842137497,10250.0,46.251680023161214,5.27447574509887,0.1115829087632217,33.16302059446778,46.48877808206607,0.07355078594048783,0.24281789855766606,2.22088862730878,1.1836856633963178,0,0,1,13.200000000000001,0,0
P01_triggerbot_00,P01,triggerbot,5,0.25,0.010582043519997038,0.1515361821635093,0.03934258001149165,-0.020446794239222046,0.04433858361091056,0.0019659099966217062,0.01637772552775283,0.02569383123523715,0.9868898047479835,0.1580231425420785,0.032820720674793046,0.5812327326430607,11.624654652861214,13.108960307429276,1.0,0.0,0.55,500.0,0.8880337079952899,0.37735991350769166,0,0,0.5,0.19491986545086198,0.2545089553038924,0,10300.0,0.0,306.04609956032925,155.68174227157743,0,0.6185048667286169,10300.0,37.60268382265939,5.967186605068889,0.14820361578445582,30.05025272257161,48.69246560938118,0.11641923687939182,0.2553733185082222,2.495006647098495,1.2117876120394542,0,0,1,13.200000000000001,0,0
P01_triggerbot_00,P01,triggerbot,6,0.30000000000000004,0.02568193689517937,0.1491356759132761,0.015099893375182335,-0.00240050625023323,0.01528951307920838,0.00023376921019928413,-0.02904907053170218,-0.04542679605945501,0.9846160765355245,0.1555404265220185,0.07961380247883208,0.3216364977572473,6.4327299551449455,21.036412087879263,0.0,50.0,0.65,500.0,0.8960817025053939,0.6217916110260737,0,0,0.5,0.19691106992797153,0.18975368414655547,0,10350.0,0.0,306.04609956032925,155.68174227157743,0,0.11802397054104503,10350.0,36.31866624056983,4.878203613771534,0.21432175492511946,27.305018264658475,47.44198738521613,0.1151822296571765,0.2613881897037627,2.3930025269710216,1.1869369309830076,0,0,1,13.200000000000001,0,0
P01_triggerbot_00,P01,triggerbot,7,0.35000000000000003,0.04121793386715994,0.15364145319494932,0.015535996971980565,0.004505777281673225,0.01617619333543686,0.0002616692308254319,0.0008866802562284802,0.02993575078793066,0.978820638625797,0.16019969108504353,0.1274606463832794,0.4399332325220124,8.798664650440248,27.196338681132076,0.0,100.0,0.75,500.0,0.9024963344012678,0.6259611877133444,0,0,0.5,0.18531958166452098,0.27044078417807427,0,10400.0,0.0,306.04609956032925,155.68174227157743,0,0.17079468057503452,10400.0,43.283712330140325,5.986976425251809,0.16333954321878646,33.495496923211554,55.13567289389755,0.037039981078755786,0.24495826710463675,2.7755429970964247,1.126084671990045,0,0,1,13.200000000000001,0,0
P01_triggerbot_00,P01,triggerbot,8,0.4,0.02312105054313488,0.14597385930119003,-0.018096883324025058,-0.007667593893759284,0.019654240818789998,0.0003862891821629909,0.0034780474833531368,0.0025913672271246566,0.9857329605675167,0.15226883028957536,0.07172679954552003,3.023103735848826,60.462074716976524,153.81432250278806,1.0,0.0,0.85,500.0,0.7311764804868965,0.18129155374343267,1,0,0.6406426982957876,0.81933653851925,0.301607753254451,0,10450.0,0.0,306.04609956032925,155.68174227157743,0,1.426003412269357,10450.0,40.665158801240814,5.459784452949355,0.12428336091245099,33.654306871785835,48.920383729584636,0.04538107085987619,0.23751434528566362,2.6716021633085,1.1747240884448167,0,0,1,13.200000000000001,0,0
P01_triggerbot_00,P01,triggerbot,9,0.45,-0.008501201531149236,0.13522565928832572,-0.03162225207428412,-0.010748200012864311,0.03339896150729993,0.0011154906297661023,0.013744720688509932,0.010266673205156795,0.9896372842961991,0.1411351803474271,-0.026436837918766578,0.07312331903414027,1.4624663806828053,2.189389002953217,1.0,0.0,0.95,500.0,0.4953707933241862,0.10237303999825818,0,0,0.6394319446848298,0.8056747760764063,0.2959187352190247,0,10500.0,0.0,306.04609956032925,155.68174227157743,0,0.058613830024974306,10500.0,42.67301077388113,5.796427101438673,0.20841698804408648,35.44740321777934,51.42897953291648,0.06930266410853207,0.5095835050842024,2.8982313811557967,1.223645715903812,0,0,1,13.200000000000001,0,0
