session_id,player_id,mode,tick,t,cursor_x,cursor_y,target_x,target_y,delta_x,delta_y,cursor_speed,cursor_accel,aim_error,aim_error_delta,snap_score,heading_change,shot_fired,hit,shot_interval_ms,movement_x,movement_y,movement_speed,aligned,ping_ms,jitter_ms,packet_loss_pct,command_age_ms,packet_interarrival_ms,input_burstiness,server_correction_magnitude,tick_desync_ms,sensitivity,cheat_active,confounder_active,label_cheat,change_point_t,reaction_estimate_ms
P20_macro_consistency_02,P20,macro_consistency,0,0.0,-0.17609411867955665,-0.06023158345256646,0.04847794516698514,-0.023219050403178315,0.1923876701045366,-0.03822285038840479,0.19614790822251046,0.19614790822251046,0.4169614905535225,0.02002840853353155,0.0471423652665371,0.19612233768371837,0,0,0.0,0.0,0.1496551855931908,0.1496551855931908,0,55.33921153787874,5.18044870961136,0.44065009440737446,43.11813714445054,44.16320490439261,0.3836103148410242,0.40099862309957324,3.537647219817527,1.2487084660125254,0,0,1,19.8,292.89390254935233
P20_macro_consistency_02,P20,macro_consistency,1,0.05,0.010760281200664523,-0.042210795171159374,0.04337288095894418,0.013943259362981908,0.18685439988022118,0.018020788281407088,0.18772137748504003,-0.008426530737470433,0.2316628395687082,0.1852986509848143,0.4174142161078681,0.29226792048738093,0,0,0.0,0.07001988268163324,0.14496652672640697,0.16099092471896592,0,53.112768570286185,4.345322173643839,0.2862076372173227,40.92729559355283,41.62404898727847,0.06560236477248597,0.6650896690037408,2.9240021452718743,1.2487084660125254,0,0,1,19.8,315.8839863009358
P20_macro_consistency_02,P20,macro_consistency,2,0.1,0.13370484387095183,0.11854884321817376,0.02756105321091643,0.06058044334974903,0.12294456267028729,0.16075963838933313,0.20238336597966086,0.014661988494620831,0.10415519505431665,0.12750764451439156,0.30966511541952724,0.8217619913962384,0,0,0.0,0.13113472990721461,0.1311943391034562,0.1854946683886919,0,53.70944095269378,5.0454081532342805,0.3805447947956287,40.119148812341685,45.67245580173198,0.09507426659375152,0.6870602214208352,3.0736393764760503,1.2487084660125254,0,0,1,19.8,360.003811282186
P20_macro_consistency_02,P20,macro_consistency,3,0.15000000000000002,0.10820318930838194,0.14832367433921428,-0.0073011543211736855,0.09094866373240826,-0.025501654562569885,0.029774831121040533,0.03920299674406442,-0.16318036923559645,0.14368180620316606,-0.03952661114884941,0.0,1.3611346650958658,0,0,0.0,0.1755720367739652,0.10920158098879706,0.20676200179774668,0,47.61936676714194,4.531849648083468,0.46466525244510953,36.64639212896925,42.5623361416571,0.45469308502897315,0.38575040053220055,2.490282704352742,1.2487084660125254,0,0,1,19.8,343.2521024406328
P20_macro_consistency_02,P20,macro_consistency,4,0.2,-0.0026355834337981887,0.14851619999493065,-0.04004280357813532,0.11884326573968004,-0.11083877274218012,0.00019252565571637164,0.11083893994946344,0.07163594320539901,0.1511488302902302,-0.00746702408706415,0.0,0.8608134275456303,0,0,0.0,0.19768032575772077,0.08036630740846289,0.2133922551503455,0,51.05622741008692,5.616269846145221,0.29839242880628586,38.64667517495661,43.27504792585121,0.20974430822032633,0.3956155188181569,2.693505826953861,1.2487084660125254,0,0,1,19.8,333.2425237786329
P20_macro_consistency_02,P20,macro_consistency,5,0.25,-0.20058533300373624,0.11126738042703534,-0.07185871753804395,0.1363553615960576,-0.19794974956993805,-0.03724881956789532,0.20142387622623792,0.09058493627677448,0.07028320059429492,0.08086562969593529,0.19545922304197033,0.18773511411422072,0,0,0.0,0.19464789410016417,0.046495321923756085,0.20012400565255145,1,49.063793595649635,4.851931227364319,0.18578931477674854,36.75645968308058,42.129016989433254,0.19654781588894507,0.4472577115356005,2.8822320530038823,1.2487084660125254,0,0,1,19.8,387.34070170392783
P20_macro_consistency_02,P20,macro_consistency,6,0.30000000000000004,-0.20441549611413828,0.12735033494863435,-0.0954589486356206,0.15171252929410495,-0.0038301631104020522,0.01608295452159901,0.016532742530993058,-0.18489113369524485,0.11263821179862636,-0.04235501120433144,0.0,1.522999597522825,0,0,0.0,0.16686040242217054,0.009710963240015854,0.16714274349650252,0,53.18780381207212,5.3887074558289845,0.3735763280369917,41.355912015714935,42.80181578317929,0.47389613400542857,0.44791043662471275,3.1095369062755065,1.2487084660125254,0,0,1,19.8,274.9269732186954
P20_macro_consistency_02,P20,macro_consistency,7,0.35000000000000003,-0.08347999533871098,0.17237427749153958,-0.1099133391499841,0.1615533392618579,0.12093550077542731,0.045023942542905225,0.12904476258225364,0.11251202005126058,0.10050125956886323,0.012136952229763132,0.018794521427543245,1.4481922632448687,0,0,0.0,0.11785182691950659,-0.0276818794560871,0.12105923987241402,0,54.8989424857757,4.777506583540142,0.3930276390054118,41.09454075640834,41.28044337447004,0.37006343742490755,0.3048900668991801,3.449775929094642,1.2487084660125254,0,0,1,19.8,310.68060987900446
P20_macro_consistency_02,P20,macro_consistency,8,0.4,-0.1778483247659708,0.18673018934236,-0.1363889270500377,0.17282930426513077,-0.09436832942725981,0.014355911850820417,0.09545404027049016,-0.03359072231176348,0.052910888333107,0.047590371235756226,0.05451231854910542,2.634224837382427,0,0,0.0,0.05385501297533529,-0.06334018967947186,0.08314049585614104,1,54.76149698916591,5.302718580875238,0.3272137679985842,40.67046682459193,45.162329579843885,0.30526378674835364,0.39272115365511734,2.4508320127381036,1.2487084660125254,0,0,1,19.8,319.5688125114135
P20_macro_consistency_02,P20,macro_consistency,9,0.45,-0.1301180811854165,0.17533314844759199,-0.16612349296832804,0.18540741955475906,0.04773024358055427,-0.011397040894768014,0.04907207651420568,-0.046381963756284485,0.011799211863256135,0.041111676469850866,0.024209224000269494,3.0581702261130674,0,0,0.0,-0.016991009817300676,-0.09502963586667537,0.09653665680747663,1,52.74095800681981,5.0315198941968795,0.4182667294601463,40.16194112063463,41.173520412206976,0.3953398974947045,0.43868881494054013,2.9890542740211496,1.2487084660125254,0,0,1,19.8,315.93851081938027
