session_id,player_id,mode,tick,t,cursor_x,cursor_y,target_x,target_y,delta_x,delta_y,cursor_speed,cursor_accel,aim_error,aim_error_delta,snap_score,heading_change,shot_fired,hit,shot_interval_ms,movement_x,movement_y,movement_speed,aligned,ping_ms,jitter_ms,packet_loss_pct,command_age_ms,packet_interarrival_ms,input_burstiness,server_correction_magnitude,tick_desync_ms,sensitivity,cheat_active,confounder_active,label_cheat,change_point_t,reaction_estimate_ms
P17_aimbot_01,P17,aimbot,0,0.0,-0.3428316140231838,0.38973820795608105,-0.06769391547714512,0.28339486523754426,0.09227297460492973,-0.11709661649214242,0.1490835988174081,0.1490835988174081,0.4300186253144365,0.009574606386717643,0.017129001328704076,0.9034109262089396,0,0,0.0,0.0,0.14932517334274012,0.14932517334274012,0,35.202961141370245,1.7787630454884518,0.18305234087343814,23.094515081356803,43.43999745928919,0.3632464071046196,0.15969138280447456,1.7435621226890996,0.9986895811097672,0,0,1,19.8,186.33972803352555
P17_aimbot_01,P17,aimbot,1,0.05,-0.15550009841805945,0.28405560177605393,-0.06971798239498585,0.29781681172537094,0.18733151560512434,-0.10568260618002713,0.21508582005310264,0.06600222123569455,0.2881676575643877,0.1418509677500488,0.36612158068614553,0.38977085653766264,0,0,0.0,0.06769877017861664,0.14494312543494584,0.15997385128372574,0,41.38256099939866,2.254473890450017,0.11765903914225159,28.511549902775908,47.16215921228793,0.15590029450980009,0.5177287272720713,1.7534769653425724,0.9986895811097672,0,0,1,19.8,201.26902849812188
P17_aimbot_01,P17,aimbot,2,0.1,0.03190246373519595,0.27635646875251957,-0.0685099327903285,0.3114719419110167,0.1874025621532554,-0.007699133023534355,0.18756064872706862,-0.02752517132603402,0.09120824865293727,0.19695940891145047,0.4433020140999796,0.4725797700772004,0,0,0.0,0.12733013733890391,0.13205417001325856,0.18344281859106593,0,32.32886771396865,2.1473731494423207,0.151113942375507,22.952883951194963,44.87066491903927,0.156520271680263,0.6344160296639543,2.432632367962361,0.9986895811097672,0,0,1,19.8,93.97798382931242
P17_aimbot_01,P17,aimbot,3,0.15000000000000002,0.06975270507061959,0.31812636522632065,-0.06517303704914566,0.32963176154212415,0.03785024133542364,0.04176989647380108,0.05636812060537297,-0.13119252812169566,0.11073350745979647,-0.019525258806859208,0.0,0.8756480637350135,0,0,0.0,0.17178805996567992,0.11141477725447316,0.20475446304643988,0,39.84485552378249,1.976918099907515,0.09607621111417775,24.96613850908361,44.88318476126962,0.3225508641902424,0.15470995544753896,1.1405836504323041,0.9986895811097672,0,0,1,19.8,183.3088323471056
P17_aimbot_01,P17,aimbot,4,0.2,0.010933528557449841,0.3841941127516616,-0.06418311071939431,0.35135731850423374,-0.05881917651316975,0.06606774752534092,0.08845701096442052,0.03208889035904755,0.13799673549434197,-0.027263228034545492,0.0,1.4636306132963617,0,0,0.0,0.1957746577836956,0.0842363009555706,0.21312782790851265,0,37.35632645675263,1.8484736062205973,0.12734911542137545,25.922353467846555,45.56116360591222,0.17836035932182168,0.15752814762469106,1.1967272922716294,0.9986895811097672,0,0,1,19.8,278.6705142244866
P17_aimbot_01,P17,aimbot,5,0.25,-0.14131918274073327,0.4179483847925103,-0.06662369418060818,0.36813924548139976,-0.1522527112981831,0.03375427204084866,0.15594947572420856,0.06749246475978804,0.07920152499735386,0.058795210496988104,0.11002898702519734,0.625203982885536,0,0,0.0,0.1964315398483895,0.05211388254564242,0.2032269829554886,1,36.57650725479377,2.113427634578204,0.14956868992194175,24.4019714076512,44.92334358173313,0.18826445275777037,0.3284194350474686,1.1200421557795126,0.9986895811097672,0,0,1,19.8,187.52657327935452
P17_aimbot_01,P17,aimbot,6,0.30000000000000004,-0.11566517877536407,0.3780352587664697,-0.062244077202891296,0.38116915299542237,0.025654003965369192,-0.03991312602604056,0.047446660036569215,-0.10850281568763934,0.08721000061578242,-0.00800847561842856,0.0,2.3602256636782095,0,0,0.0,0.1736804280413051,0.016932830084079607,0.17450390201731097,0,36.14199275502676,1.6810137101812233,0.14786503715925553,23.57210218273216,47.487482140229496,0.3914648539741477,0.11949589722414564,1.6315584242939136,0.9986895811097672,0,0,1,19.8,223.8346724946361
P17_aimbot_01,P17,aimbot,7,0.35000000000000003,0.020217930772426354,0.368773509671046,-0.06027743096837971,0.3922891960776012,0.13588310954779043,-0.009261749095423726,0.13619838272418436,0.08875172268761514,0.057192458733645715,0.030017541882136706,0.049060087892429854,0.9314828669256296,0,0,0.0,0.13023248517350325,-0.01924203301211294,0.1316463293407985,1,37.769092377199144,2.3542419976327276,0.16046731134832737,27.205985395260196,42.88202365909331,0.28626598046716917,0.23542496550953873,2.5892475627101983,0.9986895811097672,0,0,1,19.8,253.61826617247627
P17_aimbot_01,P17,aimbot,8,0.4,-0.0168799137537236,0.3875492612835845,-0.0680441313195457,0.39785603694150756,-0.037097844526149955,0.018775751612538503,0.04157858724273994,-0.09461979548144442,0.09293000052278204,-0.03573754178913632,0.0,2.7411198419766927,0,0,0.0,0.07126523610263089,-0.054287555239450044,0.08958723419461093,0,39.83777433945538,3.578246390808604,0.028431800642901225,28.103189829795937,48.02409294547955,0.41455129656191586,0.3060853026940471,1.870496365558898,0.9986895811097672,0,0,1,19.8,126.4193817556779
P17_aimbot_01,P17,aimbot,9,0.45,-0.1408786149906526,0.4144994488936716,-0.07886514807551867,0.39548048691127463,-0.123998701236929,0.026950187610087065,0.12689361891231596,0.08531503166957602,0.06249058820242589,0.03043941232035615,0.04635080624272954,0.254513130896707,0,0,0.0,0.0038055819360760675,-0.08614686763316085,0.08623088342860419,1,40.52359425935958,2.509134035872049,0.027430008743769663,26.3825180201477,43.400123145145926,0.178295581898568,0.18240627084644104,1.006052318116466,0.9986895811097672,0,0,1,19.8,218.40278859101227
