session_id,player_id,mode,tick,t,cursor_x,cursor_y,target_x,target_y,delta_x,delta_y,cursor_speed,cursor_accel,aim_error,aim_error_delta,snap_score,heading_change,shot_fired,hit,shot_interval_ms,movement_x,movement_y,movement_speed,aligned,ping_ms,jitter_ms,packet_loss_pct,command_age_ms,packet_interarrival_ms,input_burstiness,server_correction_magnitude,tick_desync_ms,sensitivity,cheat_active,confounder_active,label_cheat,change_point_t,reaction_estimate_ms
P16_clean_01,P16,clean,0,0.0,0.1646359063656829,0.28349208220342464,-0.30567419710648264,0.05403450526754678,-0.018743521295221964,-0.10344008445196586,0.1051245483318443,0.1051245483318443,0.5916031616342293,-0.01020253037263319,0.0,1.7500529339734945,0,0,0.0,0.0,0.2969956994271849,0.2969956994271849,0,40.234237546023806,1.7517878264516618,0.29410555311052394,27.52281171440396,30.471327339929847,0.36824971150510755,0.22087269024819528,1.790761909102328,0.8606809400345138,0,0,0,19.8,315.4081430747102
P16_clean_01,P16,clean,1,0.05,0.042673599327979234,0.20681046587493454,-0.30535428751924687,0.04364612102422413,-0.12196230703770367,-0.0766816163284901,0.1440655219707646,0.03894097363892031,0.5276522220572643,0.06395093957696507,0.11055750588811561,0.8302611169331435,0,0,0.0,0.14830060213419813,0.2863384221587171,0.32246358026560057,0,47.30264464694093,3.584624860724911,0.22258393777797342,35.06872117709853,31.307280598350633,0.14791436846334846,0.45462994280050995,2.6053956022201614,0.8606809400345138,0,0,0,19.8,287.6679403679849
P16_clean_01,P16,clean,2,0.1,-0.14789111471339406,0.10393825771359658,-0.3017621729014826,0.02408653796738572,-0.1905647140413733,-0.10287220816133796,0.2165585404680684,0.0724930184973038,0.3899025968383243,0.13774962521893996,0.3579702934492448,0.06627833366119606,0,0,0.0,0.2750163925617465,0.2551314334739114,0.37513472849648233,0,39.474740425023036,2.5046886872884655,0.34049211855414113,30.323941163594093,32.62567895028418,0.14807187380650827,0.6883502486798427,1.8265508500636423,0.8606809400345138,0,0,0,19.8,292.2975507987051
P16_clean_01,P16,clean,3,0.15000000000000002,-0.41015415077087625,-0.05936773767870282,-0.30177783733256497,0.006232424277289567,-0.2622630360574822,-0.1633059953922994,0.3089510450106261,0.09239250454255768,0.18228426505311154,0.20761833178521275,0.7697268068208525,0.06192914117563575,0,0,0.0,0.36170417929774085,0.2056143720730545,0.41606151387078416,0,46.48215802952186,2.151776116980578,0.3583090046752473,32.6021653465963,32.03814788177361,0.17995317559058344,0.8241900591880564,1.453716479207967,0.8606809400345138,0,0,0,19.8,341.5386386213932
P16_clean_01,P16,clean,4,0.2,-0.441857290364897,-0.1253517070935017,-0.2907871684519592,-0.014546811129503325,-0.03170313959402078,-0.0659839694147989,0.07320500857080124,-0.23574603643982484,0.12750447805725645,0.05477978699585509,0.04812185731845886,0.5659673390410398,0,0,0.0,0.3957467542726587,0.14134093960156735,0.42022940725846164,0,46.44204967120616,2.879602256439354,0.235510018734643,30.982389355021784,33.41406325019989,0.4971971574852821,0.37377639565563797,1.6525271544056173,0.8606809400345138,0,0,0,19.8,364.58419019775044
P16_clean_01,P16,clean,5,0.25,-0.37242618850782017,-0.1290182823105882,-0.27437352904474444,-0.03338565693774599,0.06943110185707685,-0.003666575217086492,0.06952784822580325,-0.0036771603449979873,0.19107214524152077,-0.06356766718426432,0.0,1.965936091102423,0,0,0.0,0.3721892989606915,0.06692386137611897,0.3781582704137792,0,43.45397420958958,1.9722591366541828,0.2525030186837452,28.91055986297335,32.27156008872825,0.16602575034258263,0.3439915454164789,1.1555283918671764,0.8606809400345138,0,0,0,19.8,251.32074044530023
P16_clean_01,P16,clean,6,0.30000000000000004,-0.2572434978769419,-0.06559832724220943,-0.2639109955593223,-0.04658516728235411,0.11518269063087824,0.06341995506837877,0.1314881854838821,0.061960337258078854,0.13627459614289011,0.05479754909863066,0.08646276359931462,0.5560659591007735,0,0,0.0,0.2944605468253518,-0.012296156069913496,0.2947171679607092,0,39.45619846876673,2.4633621544211124,0.19644477787674586,30.36118895092678,31.719100793942708,0.15935794997138644,0.34576513641506074,1.873264004860982,0.8606809400345138,0,0,0,19.8,396.44596817929505
P16_clean_01,P16,clean,7,0.35000000000000003,-0.09584410370860283,0.027192773548388227,-0.24714754998430297,-0.05777796793635405,0.16139939416833907,0.09279110079059766,0.18617183681705923,0.054683651333177125,0.012770520096047745,0.12350407604684237,0.27591576830441294,0.018465007836412584,0,0,0.0,0.17387373904630768,-0.09063371262626868,0.19607791052121235,1,44.4762418407913,2.5231302956916344,0.334788484538505,31.138273114967383,32.51954214176685,0.12136172233367044,0.5968964849803234,1.7976381373986634,0.8606809400345138,0,0,0,19.8,378.3712791825836
P16_clean_01,P16,clean,8,0.4,-0.0809476122881286,0.1010060959610758,-0.24115494215494904,-0.06872784844346427,0.014896491420474216,0.07381332241268758,0.07530147423682772,-0.11087036258023152,0.1741149203637758,-0.16134440026772806,0.0,0.8498867791440158,0,0,0.0,0.027980008274128623,-0.1624667399440407,0.16485849220184218,0,41.50258777166125,2.157482997394371,0.25486597536426364,29.603513647262087,31.479965673584815,0.29497521249237024,0.6056037470113208,1.623201876049861,0.8606809400345138,0,0,0,19.8,259.56739987374516
P16_clean_01,P16,clean,9,0.45,-0.11570434525617748,0.10616254508569609,-0.2438963398786271,-0.07623397594359266,-0.034756732968048876,0.005156449124620287,0.03513715205003179,-0.04016432218679593,0.24076197978944794,-0.06664705942567214,0.0,1.6226507108305037,0,0,0.0,-0.12198614837802803,-0.22263998162971682,0.25386843406809545,0,45.244974484849905,2.147516717197502,0.17603150673526413,31.770429717563324,32.01351720946759,0.23869786201436707,0.3355009100765809,1.2972815065444256,0.8606809400345138,0,0,0,19.8,286.7640846774928
