session_id,player_id,mode,tick,t,cursor_x,cursor_y,dx,dy,speed,acceleration,jerk,heading_sin,heading_cos,heading_change,angular_velocity,curvature,motion_active,pause_ms,burst_progress,burst_duration_ms,local_straightness,direction_entropy_short,roughness_score,speed_autocorr_short,click,time_since_click_ms,click_motion_coupling,last_click_interval_ms,last_stabilization_delay_ms,ping_ms,jitter_ms,packet_loss_pct,command_age_ms,packet_interarrival_ms,input_burstiness,server_correction_magnitude,tick_desync_ms,sensitivity,cheat_active,confounder_active,label_cheat,change_point_t,lock_event_active,pending_click_active
P06_high_ping_02,P06,high_ping,0,0.0,-0.03719623941716387,0.16869738331123854,0.0054255366632427,-7.176576265491416e-05,0.005426011279833482,0.005426011279833482,0.005426011279833482,-0.013226246491901244,0.9999125293763127,1.1111139947895814,22.222279895791626,204.77546718695362,0.0,50.0,0.07142857142857142,350.00000000000006,0.5,1.0,0.1,0.5,0,10050.0,0.0,356.94536672675,231.02331213372477,24.609492148327185,2.5694905805563475,0.512204036565856,20.585425002240264,40.149729848429516,0.02185977816250349,0.5266373948195198,2.3085746567821985,0.9959616774794214,0,0,0,13.200000000000001,0,0
P06_high_ping_02,P06,high_ping,1,0.05,-0.021577674171727092,0.17296387728083398,0.01561856524543678,0.004266493969595445,0.016190816876197445,0.010764805596363964,0.005338794316530482,0.2635132002430176,0.9646557900607259,0.2798889543537615,5.59777908707523,17.286895188422132,0.0,100.0,0.21428571428571427,350.00000000000006,0.9926571024822607,1.0,0.1,0.5,0,10100.0,0.0,356.94536672675,231.02331213372477,27.90591203108731,2.979060534649752,0.527501654798831,25.931017582226623,38.78332608913146,0.03444807143590006,0.44195259211096805,2.3459627047216127,1.0347091165610176,0,0,0,13.200000000000001,0,0
P06_high_ping_02,P06,high_ping,2,0.1,0.00881591015589138,0.1612826739394508,0.030393584327618472,-0.011681203341383185,0.032561027007494664,0.01637021013129722,0.005605404534933255,-0.3587480007523869,0.9334344497371871,0.6335885869025835,12.67177173805167,19.458495174514876,1.0,0.0,0.35714285714285715,350.00000000000006,0.9594259294399184,1.0,0.34157993011557153,0.5,0,10150.0,0.0,356.94536672675,231.02331213372477,27.925542985870827,2.421261046604353,0.43401722068319204,21.850258515157865,39.57625031084,0.11293115719116334,0.32701383387974664,2.005479966840664,0.9680603537363507,0,0,0,13.200000000000001,0,0
P06_high_ping_02,P06,high_ping,3,0.15000000000000002,0.03540122925055742,0.14519859563781756,0.026585319094666042,-0.016084078301633258,0.031072122009580944,-0.0014889049979137196,-0.01785911512921094,-0.5176369446758031,0.8556003702118762,0.177160503131168,3.5432100626233596,5.701590096632002,1.0,0.0,0.5,350.00000000000006,0.956077496812068,1.0,0.3679197249774742,0.8743700793152732,0,10200.0,0.0,356.94536672675,231.02331213372477,26.677637334305658,2.875929471058902,0.449309865003228,22.044629612877248,39.63534780121674,0.05142558647987813,0.3841350214209127,1.9619231628622467,1.0378335189132404,0,0,0,13.200000000000001,0,0
P06_high_ping_02,P06,high_ping,4,0.2,0.0617196775985933,0.1480168866881185,0.02631844834803588,0.0028182910503009306,0.026468915502763594,-0.0046032065068173506,-0.003114301508903631,0.10647550142379938,0.9943153260392552,0.650764488643998,13.01528977287996,24.585989878431263,1.0,0.0,0.6428571428571429,350.00000000000006,0.9522572676542598,0.3060986113514965,0.33221176496957394,0.8210071080223489,0,10250.0,0.0,356.94536672675,231.02331213372477,25.235012027438263,2.6702862243013805,0.42191120385223635,20.760397484960553,35.92546286960672,0.031939943331438195,0.31188996025047955,2.2375002568931697,0.9939478668060493,0,0,0,13.200000000000001,0,0
P06_high_ping_02,P06,high_ping,5,0.25,0.09087654861883485,0.15402349527197004,0.02915687102024155,0.006006608583851537,0.029769153067741118,0.003300237564977524,0.007903444071794875,0.20177290802271783,0.9794323323170702,0.09649000192155091,1.929800038431018,3.2412746745593783,1.0,0.0,0.7857142857142857,350.00000000000006,0.9492690779737312,0.33333333333333337,0.35130124585109607,0.8288405230546285,0,10300.0,0.0,356.94536672675,231.02331213372477,20.043556441440607,3.2193218155425196,0.4045465892644752,20.06606680982695,41.166416555051065,0.020110743502558537,0.4062360516879143,2.2517502892706167,1.0160748994655866,0,0,0,13.200000000000001,0,0
P06_high_ping_02,P06,high_ping,6,0.30000000000000004,0.08916691080410219,0.1685283104671714,-0.0017096378147326537,0.014504815195201363,0.014605222535261425,-0.015163930532479693,-0.01846416809745722,0.9931252440818584,-0.11705660838820292,1.4849541974708353,29.699083949416707,101.67282243633788,0.0,50.0,0.9285714285714286,350.00000000000006,0.8442959033337846,0.33333333333333337,0.477947711691755,0.6431542122557098,0,10350.0,0.0,356.94536672675,231.02331213372477,27.019737038032453,2.3583427830112274,0.40597221987575577,21.231459952303428,37.53115003934481,0.05211768862691848,0.43132368050192355,1.7348870881583263,0.9605258346016182,0,0,0,13.200000000000001,0,0
P06_high_ping_02,P06,high_ping,7,0.35000000000000003,0.09144615514626392,0.1911737607295685,0.0022792443421617258,0.02264545026239708,0.022759863188472295,0.00815464065321087,0.023318571185690563,0.9949730398145291,0.10014314775477864,0.21763688452901353,4.352737690580271,9.562310754101766,1.0,0.0,0.0,0.0,0.7599928497785774,0.5073093649624542,0.46796076127797287,0.654512627305212,0,10400.0,0.0,356.94536672675,231.02331213372477,24.433838605837614,3.2919131798904964,0.47305332546761203,22.062885801164338,38.109159330421214,0.08298833257389938,0.48176772577026494,3.2325649810785757,0.9962957452260593,0,0,0,13.200000000000001,0,0
P06_high_ping_02,P06,high_ping,8,0.4,0.09867392687671166,0.1993081821407351,0.007227771730447738,0.008134421411166591,0.01088161274269145,-0.011878250445780844,-0.020032891098991715,0.7475382191513855,0.6642187974665992,0.6261370074954823,12.522740149909644,57.54082802809007,0.0,50.0,0.0,0.0,0.7618969406771869,0.5073093649624542,0.4418022606646289,0.6191674511975018,0,10450.0,0.0,356.94536672675,231.02331213372477,31.504517768974416,2.8319744847324744,0.45001486531477514,26.263362683974854,39.59503344013008,0.06463714230660228,0.46712285071328885,2.13608278960114,0.9820768306658063,0,0,0,13.200000000000001,0,0
P06_high_ping_02,P06,high_ping,9,0.45,0.10651924431572998,0.21073482815677455,0.00784531743901832,0.011426646016039467,0.013860636525601398,0.0029790237829099477,0.014857274228690792,0.8243954738250145,0.5660142248537838,0.1247852989167849,2.495705978335698,9.002854860691226,0.0,100.0,0.0,0.0,0.7556031186007519,0.5073093649624542,0.4415800588537472,0.6743335798817303,0,10500.0,0.0,356.94536672675,231.02331213372477,27.270717233676375,2.412661797947499,0.4582883124921378,23.389637686855245,39.69432631066465,0.06286839787367225,0.37153363465764727,2.1208579189010743,0.9348842687212199,0,0,0,13.200000000000001,0,0
