session_id,player_id,mode,tick,t,view_yaw,view_pitch,yaw_delta,pitch_delta,angular_speed,angular_energy,angular_acceleration,angular_jerk,aim_vector_x,aim_vector_y,aim_vector_z,heading_change,angular_velocity,curvature,motion_active,pause_ms,burst_progress,burst_duration_ms,view_straightness,stability_score,yaw_reversal,pitch_reversal,direction_entropy_short,micro_correction_score,angular_speed_autocorr_short,fire_input,time_since_fire_ms,fire_motion_coupling,last_fire_interval_ms,last_stabilization_to_fire_ms,flick_event,flick_magnitude,time_since_flick_ms,ping_ms,jitter_ms,packet_loss_pct,command_age_ms,packet_interarrival_ms,input_burstiness,server_correction_magnitude,tick_desync_ms,sensitivity,cheat_active,confounder_active,label_cheat,change_point_t,lock_event_active,pending_click_active
P10_patch_shift_01,P10,patch_shift,0,0.0,0.00815375051231753,0.09732598812767282,0.000501526142107904,0.001939791422871956,0.002003576610830054,4.014319235465246e-06,0.002003576610830054,0.002003576610830054,0.994484335131151,0.10174317829818764,0.025480048048148723,2.1224318868676826,42.44863773735365,1059.32155296442,0.0,50.0,0.05555555555555555,450.0,0.5,0.4481299339263284,0,0,1.0,0.1,0.5,0,10050.0,0.0,215.92490809626008,167.4124116732306,0,0.10205891727859173,10050.0,53.714417874367726,4.639776725925732,0.12587833605515247,36.16377496456631,34.4662632740683,0.021278696099611992,0.3395806644843271,2.180963755289976,1.035304283856458,0,0,0,13.200000000000001,0,0
P10_patch_shift_01,P10,patch_shift,1,0.05,-0.01412278548358175,0.12466694764330588,-0.02227653599589928,0.027340959515633055,0.035267153602354724,0.0012437721232120818,0.03326357699152467,0.03126000038069462,0.9905145992774911,0.13018039646549434,-0.04397605023462019,0.9366871560782086,18.73374312156417,26.559760581746175,1.0,0.0,0.16666666666666666,450.0,0.9790500049648458,0.5457853045471317,0,0,1.0,0.1,0.5,0,10100.0,0.0,215.92490809626008,167.4124116732306,0,0.7928229554583119,10100.0,53.95407715895354,4.266398684005735,0.10652225806256735,37.46343584410188,33.12994910318234,0.10436473785658683,0.16257299366800354,1.922303348424138,1.0099976370249146,0,0,0,13.200000000000001,0,0
P10_patch_shift_01,P10,patch_shift,2,0.1,-0.02508861333554323,0.13174534464177012,-0.010965827851961481,0.007078396998464237,0.01305193796134205,0.0001703530845467217,-0.022215215641012673,-0.05547879263253734,0.9874230877242304,0.1375261550149577,-0.07798847681515964,0.31391283550744786,6.278256710148957,24.051051762367567,0.0,50.0,0.2777777777777778,450.0,0.9722856727926442,0.30489891424068805,0,0,1.0,0.7598628158641031,0.5,0,10150.0,0.0,215.92490809626008,167.4124116732306,0,0.09833210050349236,10150.0,50.27182575140159,5.779580604344296,0.1666830155289842,37.10861284159821,34.84923311359996,0.11629105874954068,0.31124876005348867,2.980367356629023,0.961353059425592,0,0,0,13.200000000000001,0,0
P10_patch_shift_01,P10,patch_shift,3,0.15000000000000002,-0.017131579378396763,0.10694477836254286,0.007957033957146468,-0.024800566279227262,0.02604577657059828,0.0006783824771655263,0.01299383860925623,0.035209054250268906,0.9922965134561541,0.11175835034369026,-0.05345746450419805,2.4544641798299245,49.089283596598484,94.23655206351732,1.0,0.0,0.3888888888888889,450.0,0.3580879793089466,0.06865584669780857,0,0,1.0,0.8762257465116888,0.0021941313770069137,0,10200.0,0.0,215.92490809626008,167.4124116732306,0,1.5342822150812871,10200.0,52.01151377186618,4.760195905882375,0.18108556872431697,34.840168035890585,36.01590343140253,0.10446790457720673,0.40335803210868837,2.214978644446394,1.031560074210886,0,0,0,13.200000000000001,0,0
P10_patch_shift_01,P10,patch_shift,4,0.2,-0.03542738858617467,0.0626839764492616,-0.01829580920777791,-0.044260801913281266,0.04789316465398934,0.0022937552205741334,0.021847388083391057,0.008853549474134827,0.9916723510792056,0.06559537520311069,-0.11082957573231168,0.7024389415483139,14.048778830966278,14.666789021422561,1.0,0.0,0.5,450.0,0.43525859927316274,0.06102719838171518,0,0,0.5283208335737187,0.8403771932272953,0.33241825660563984,0,10250.0,0.0,215.92490809626008,167.4124116732306,0,0.8074085732867373,10250.0,44.893578245157265,5.1455228199527365,0.08926349984795584,31.767396201707783,32.635279326829874,0.09989052353223335,0.37057581546457535,2.38411971596792,0.9502444763234076,0,0,0,13.200000000000001,0,0
P10_patch_shift_01,P10,patch_shift,5,0.25,-0.08286730578238713,0.015199163298269078,-0.047439917196212454,-0.047484813150992525,0.06712192803822135,0.004505353223568166,0.019228763384232017,-0.0026186246991590396,0.966181322707055,0.015915854556981843,-0.2573719822081773,0.39295173179010967,7.859034635802193,5.854297444589948,1.0,0.0,0.6111111111111112,450.0,0.6318656332618939,0.04821810837184108,0,0,0.5,0.839761797061474,0.7093919986965858,0,10300.0,0.0,215.92490809626008,167.4124116732306,1,0.6330162687290448,0.0,51.32807717168518,4.881322587707681,0.08697629047449071,34.6169033490054,33.86545462351065,0.06440785083253721,0.34484550383071,1.9334049779975608,0.9515121498247259,0,0,0,13.200000000000001,0,0
P10_patch_shift_01,P10,patch_shift,6,0.30000000000000004,-0.126056335568477,-0.01440447655078967,-0.043189029786089864,-0.029603639849058748,0.052360937598333136,0.0027416677861765368,-0.014760990439888218,-0.033989753824120235,0.9224995220718927,-0.015083760535909763,-0.38570339892879485,0.18498157651150926,3.699631530230185,3.5328163511991426,1.0,0.0,0.7222222222222222,450.0,0.7097949041854129,0.08667748861128295,0,0,0.6406426982957876,0.8496045956598032,0.7472309106680125,0,10350.0,0.0,215.92490809626008,167.4124116732306,0,0.23245941082945015,50.0,50.06138519287185,5.1455512307549895,0.20024998456055265,36.395572823268054,33.980786392635835,0.10685095309112633,0.47584948521863324,2.3965054482248958,0.976203334663481,0,0,0,13.200000000000001,0,0
P10_patch_shift_01,P10,patch_shift,7,0.35000000000000003,-0.12453787385331508,-0.024436783133900075,0.0015184617151619284,-0.010032306583110407,0.01014657091622253,0.00010295290135793293,-0.04221436668211061,-0.02745337624222239,0.9241314743467224,-0.02558734657558239,-0.38121687504224455,1.1201237822088446,22.40247564417689,110.39431857889737,0.0,50.0,0.8333333333333334,450.0,0.7027211090966741,0.2089191030923336,0,0,0.6406426982957876,0.7979080872926995,0.6047754226370788,0,10400.0,0.0,215.92490809626008,167.4124116732306,0,0.2727699693871066,100.0,48.87684002697396,5.301482932010217,0.15279032842206075,35.53047104417518,37.105236022295344,0.1197209224315703,0.35490260698125936,2.2550780804515598,0.9977467623307251,0,0,0,13.200000000000001,0,0
P10_patch_shift_01,P10,patch_shift,8,0.4,-0.13610368130382372,-0.02929316491584682,-0.011565807450508638,-0.004856381781946745,0.012544016342235264,0.0001573523459942654,0.0023974454260127336,0.044611812108123344,0.9095428421986328,-0.030670919813668082,-0.4144769147769469,1.3234777559839432,26.469555119678862,105.5066989611485,0.0,100.0,0.9444444444444444,450.0,0.7142119385597279,0.2264204019051864,0,0,0.6406426982957876,0.7579644142527036,0.6634638545175005,0,10450.0,0.0,215.92490809626008,167.4124116732306,0,0.39844143839153856,150.0,53.30892829289874,5.075692638713853,0.13463637976748175,36.364124969207744,35.5245606426254,0.08037512576489131,0.3088068331319501,2.4217143827507686,1.013169090736119,0,0,0,13.200000000000001,0,0
P10_patch_shift_01,P10,patch_shift,9,0.45,-0.1426588815991084,-0.030822460230733838,-0.006555200295284655,-0.0015292953148870205,0.006731225376663258,4.530939507143542e-05,-0.005812790965572006,-0.00821023639158474,0.9007695175602028,-0.03227160067215448,-0.43309677905107574,0.16834001786198227,3.3668003572396454,25.008822085441782,0.0,150.0,0.0,0.0,0.7298393499126693,0.2431806686864919,0,0,0.6406426982957876,0.767841205750913,0.7010334930194001,0,10500.0,0.0,215.92490809626008,167.4124116732306,0,0.02719523040337251,200.0,48.117330588750896,4.673360215084115,0.1491729839372079,32.2218482028651,34.74622778640267,0.023933529411612815,0.26929022782746004,2.6871617720476872,0.8987778805664515,0,0,0,13.200000000000001,0,0
